Sample Name,DB,DOHH2,FARAGE,GRANTA519,HAIR_M,HBL1,HC_1,JEKO1,JVM2,KARPAS1718,KARPAS422,MAVER1,MEC1,MINO,OCILY1,OCILY18,OCILY19,OCILY7,OCILY8,RCK8,REC1,RIVA,SP49,SP53,SSK41,SUDHL10,SUDHL16,SUDHL2,SUDHL4,SUDHL6,TMD8,TOLEDO,U2932,UPN1,VL51,WSU_DLCL2
CMC2,2.386167586,2.38237625,2.403088205,2.594593681,2.497187297,2.362238977,2.470283383,2.575097186,2.65445882,2.515171576,2.520846145,2.327635927,2.681157248,2.50888187,2.600085386,2.318197992,2.485613968,2.545784051,2.385169249,2.611552096,2.374458973,2.543083069,2.662799939,2.646472828,2.516096817,2.525142489,2.664426015,2.310054308,2.242714477,2.443397593,2.547633324,2.64780187,2.748184492,2.651436867,2.465954372,1.970960705
CMKLR1,-0.069860868,1.682051191,1.548200994,0.51466796,1.590206144,1.373119575,1.667746727,0.281095321,1.06774652,0.424133029,1.049454123,0.682213658,2.296929543,1.143666707,0.547327337,1.363106753,0.629220778,1.834314535,-0.176613381,0.984311679,1.040605296,0.477305703,1.095790631,0.937485703,0.358390458,2.029994086,0.143206182,1.284018361,0.264990872,0.533981111,1.376079264,0.665530637,1.844438683,0.952310389,0.856097143,1.471246936
CMTM1,1.19600471,1.319568717,1.538860968,0.5959729,1.459437863,1.246685847,1.728818315,1.584405083,1.167861673,1.224948264,1.514022641,0.864057246,1.820182036,1.422571656,1.412628763,1.369180901,3.003235518,1.877747761,0.702564449,1.319421465,1.262454045,1.758740143,1.614876387,1.682213198,1.52686232,1.849967445,0.430447893,1.706166805,1.423855729,1.362584973,1.6576915,1.044320292,1.555976384,1.401142004,0.272520557,1.663884748
CMTM2,-0.179005338,0.93022888,0.545109917,0.488339021,0.899836311,0.936576193,0.714577876,1.051559743,0.238442747,0.278004993,0.303487556,-1.016756346,1.742455339,0.680693103,0.894114823,0.453856457,2.251089162,1.105722064,0.659529817,1.335508285,1.190526321,0.859640638,1.095790631,0.652249975,0.84792097,1.060951118,0.401484197,0.901032065,0.389929608,0.494472569,1.020581505,0.713835317,0.979387211,0.820801262,0.4322214,1.13050757
CMTM3,1.272561812,1.677503564,1.457787368,1.658050184,2.22002334,1.847245683,2.153383833,1.811227588,2.477429221,2.077690084,1.951149905,1.615700946,1.797167672,2.199207043,1.984461067,2.019029382,2.699874228,1.680482625,2.037851997,2.302928608,1.799278193,2.105995079,2.178628016,2.252172016,2.270126894,2.338239363,2.022588819,2.388931503,1.284453351,1.540540159,2.394982175,1.7389974,2.034552563,1.441013516,0.058640737,2.549372788
CMTM4,1.372095969,1.70050318,1.686783611,0.875283646,1.636310931,1.45080583,1.738058972,1.303371716,0.953400857,1.094246293,1.466989688,0.636456167,2.299539046,1.446132388,1.4043246,1.507483599,2.275733418,1.991121298,1.179685704,1.574010579,1.669442183,1.422948041,1.648758464,1.727536177,1.864718983,2.087892746,1.240116195,1.771165747,1.35312696,1.339570609,2.01073657,1.116322953,1.740724962,1.48562662,0.874580548,2.09839396
CNIH4,2.16650842,2.188095603,2.194166471,1.802074458,2.11809371,2.055199488,2.124698721,2.267631346,1.807377458,2.156239462,2.098539557,2.008139614,2.580117806,1.887415217,1.982250912,2.049667499,2.209004374,2.479499195,1.927678586,2.305474553,1.842838742,2.160670634,1.712547653,1.74791737,1.986112439,2.425689673,2.179635447,2.21197035,1.907208001,1.764430032,2.057870589,2.455581111,2.173427077,2.213841158,1.788100064,2.33231131
CNOT3,2.800738094,2.794192851,2.640777313,2.667675335,2.448261862,2.679820888,2.527194177,2.59695523,2.579382349,2.907669385,2.872917205,2.575420411,2.586018768,2.648546965,2.594926668,2.652749083,2.833099419,2.580892526,2.64862722,2.492222598,3.052034758,3.005844328,2.639678806,2.684955057,2.632749137,2.47203183,2.522964798,2.617035409,2.734506074,2.781901034,3.054247854,2.491223978,2.756253837,2.681942099,2.609979818,2.476277431
CNPY1,0.423054654,1.120285795,0.813955229,-0.171712917,1.049598631,0.801321188,1.24320895,0.853600069,-0.266707231,0.153066256,0.972494337,0.398217001,1.602053176,0.909172431,0.817099639,0.85917842,0.808517177,1.252891573,0.483438558,1.302715771,1.070060275,0.569076076,1.031458506,0.945454633,0.564864346,1.430908726,0.2178398,1.264209968,0.655631642,0.31838131,1.243925245,1.00328344,1.081760119,1.102887062,0.193339311,0.236560962
CNPY2,2.877136924,2.826127863,3.04582654,2.987725361,3.024583405,2.902155476,2.779035865,3.249897667,2.900491912,3.06723305,2.840346486,3.109115121,2.519600113,2.827893618,2.479716535,2.570464201,2.915777039,2.645914791,2.999849971,2.38260607,3.261836451,2.943387902,2.729844192,2.824550512,2.895442635,2.546445403,2.992241502,2.41934349,2.907249243,2.889465946,2.5011831,2.793270462,2.934910556,2.808772555,2.814169127,2.756388956
CNPY3,2.088166391,2.325435319,1.855347914,2.3168378,1.768607485,2.89507951,2.286157319,2.302719785,2.096904749,2.372650783,2.143234878,2.30338994,2.31595011,2.568483463,2.31551307,2.188084621,2.499624683,2.376723661,2.215329371,2.514223687,2.662218824,1.974398039,2.425880754,2.343710377,2.0419856,2.220277638,1.974115481,2.565529396,2.131770329,2.446872894,2.391967881,2.638386632,1.941498686,2.294021111,2.047037523,1.861530233
CNPY4,2.181642163,1.826344253,1.84846028,1.835669037,1.613870062,1.470924118,1.694833818,2.131064005,1.460834026,1.956978369,2.028543129,1.905969111,1.865378785,1.990814276,2.09755569,1.749894508,1.874733445,2.010632994,2.019286272,1.745902035,2.004475933,2.188616595,1.683452802,1.691522422,1.814227991,1.684200409,1.514274044,1.591909392,1.909265298,2.135805008,1.859756031,1.955346846,1.73012013,1.922766166,1.757610741,1.697709191
CNTF,1.861822962,2.013647179,2.176046036,1.875283646,2.010492029,1.851730692,2.101967702,2.389375422,1.745285884,1.926365004,1.997883809,1.969119011,2.467565006,1.932237735,1.898973358,1.971994222,1.936003102,2.263932465,1.762905872,1.836941026,2.237522883,2.043777857,2.117878161,2.035038639,1.963742356,2.273458331,1.481911626,2.294134585,1.761574606,1.950766286,2.162949391,2.004065248,2.097957473,2.10536954,1.501547891,1.976265131
CNTFR,0.629109136,0.993510715,1.135378384,-0.414750966,1.393663259,1.25557956,1.559675916,0.364069557,0.432262773,0.556758594,1.11160203,-0.171658306,1.807098174,0.598158215,0.468146091,0.868829805,0.520076308,1.499997118,-0.544590166,1.220972308,0.923219697,0.678220546,0.960232918,0.742911039,0.619911912,1.600529002,1.3174841,1.141197152,0.115228551,0.627098135,1.22563646,0.995386959,1.160941366,0.996892521,0.415188061,1.424551444
COL11A1,1.115775709,1.859647805,1.714952227,0.539491544,1.952688618,1.647610709,1.943320333,1.015178945,1.216166353,0.600224288,1.705544131,0.59602751,2.606200317,1.448989599,1.077384667,1.423006013,1.149194532,1.994434732,0.425446611,1.525839983,1.430858476,1.119013054,1.149036143,1.230397809,1.273124426,2.088219161,1.220119566,1.905684078,1.192275668,1.032591281,1.780249349,1.635567414,1.852612131,1.707016769,1.017248052,1.67720771
COL11A2,0.318319303,1.058349275,0.629430803,0.097132395,0.368357394,-0.215712151,0.785641232,0.997976915,0.525684458,0.769366687,0.759419512,0.129371689,1.689034955,0.362629768,0.672266074,0.165060918,1.567072871,1.133978823,0.580348571,0.906899456,1.029023423,0.820888049,0.7117864,0.603031952,0.038055307,0.704403795,0.143206182,0.486058717,0.632967657,0.703732192,0.599576192,0.570744318,1.182130665,0.588228647,0.163376088,0.949771405
COL17A1,NaN,NaN,NaN,NaN,NaN,-0.312622164,NaN,-0.04341577,NaN,-1.023025003,NaN,NaN,1.518591298,NaN,-0.531853909,NaN,NaN,0.44514845,-0.720681425,NaN,0.731888472,0.307554622,-1.044088456,NaN,NaN,NaN,-0.361943797,NaN,NaN,0.017351315,-1.043876485,NaN,0.725212796,0.475189134,NaN,NaN
COL18A1,0.801971425,0.959055206,0.589313579,0.474550737,1.100751154,1.102351184,1.270880377,1.883155313,0.602524489,0.18109498,0.878895353,0.746671647,1.720461045,0.74284101,0.48238653,0.466090914,0.648106122,2.026686774,-0.118621434,2.1817329,0.886790431,0.059770138,1.282247405,1.720965787,0.619911912,1.157165704,0.582538876,0.974609434,0.227202311,0.47328327,1.241680824,1.122313317,1.566059959,2.020262102,0.247696973,0.820137548
COL1A1,0.276926618,2.341254069,1.09358708,2.371645496,2.047179157,1.130640823,1.800937707,0.593406328,1.911694111,1.790555986,-0.541610484,2.112611249,1.632448318,1.364363481,-0.163877124,-0.488151596,0.017400949,0.352394397,0.092231932,1.91111594,1.491556316,1.311314771,1.517012928,0.858304457,1.465009952,0.168161088,-0.282762551,0.410338003,-0.212130383,0.402702196,1.319735495,2.230961733,0.973854722,1.261095849,2.132525643,-0.365499029
COL1A2,0.873523713,2.016449088,1.767268766,1.321645537,1.382597833,1.49355781,2.020883739,0.615125577,1.432262773,1.030053441,1.397908769,0.768573489,2.572948961,1.469839738,1.114876477,1.437418314,0.761338099,2.017841367,0.455409834,1.392759325,1.397000209,1.066400717,1.412277578,1.357380288,1.492206959,2.366302488,0.370449963,1.350569798,0.690959604,0.690767214,1.88859728,1.167475476,1.872045284,1.514442433,0.630031909,1.671927469
COL27A1,0.206345544,2.515136297,1.127335663,0.213637964,1.061497855,1.098155069,0.867545336,1.106145441,0.238442747,0.278004993,0.583328253,0.097187006,1.867896441,0.168809742,0.783416526,0.905423608,1.936003102,1.372597783,0.777629129,0.455483602,2.085447518,1.792782111,1.82631545,1.831945358,0.339085302,1.194490027,0.988304222,0.619597626,-0.073827685,0.47328327,1.857036583,0.92644341,1.288585996,0.915587581,0.535761992,1.139650949
COL2A1,0.691899966,1.388496328,1.481767252,0.261942644,1.414982606,1.330830512,1.381511648,0.533820638,0.958602051,0.620427674,1.365083628,-0.11366636,1.787609224,1.021594611,0.783416526,1.302485366,0.481158242,1.949253195,0.182408562,1.335508285,1.203808533,0.880325237,1.304216408,1.220032293,1.479536205,1.875198714,0.053029551,1.286775796,0.40329357,0.595499148,1.688517275,0.815292958,1.59364348,1.41753242,0.830161409,1.574020223
COL3A1,0.984496794,1.696874968,1.545109917,0.828287083,1.735091562,1.399185065,1.745312493,1.129446519,1.029957959,0.667171077,1.54711608,-0.11366636,2.399227664,1.29914351,1.04410328,1.461238411,1.076378809,1.966688845,0.580348571,1.723059889,1.185097569,0.832317511,1.234665145,1.463968573,1.161015477,2.008188726,1.246582237,1.727605198,0.880414825,0.830264671,1.746408679,1.136937408,1.732067643,1.59718349,1.017248052,1.565619681
COL4A2,-0.422043386,1.004414078,0.853826741,1.159280302,0.815515425,1.359475694,1.181939293,1.933290752,1.021094499,0.658216235,0.499782201,0.585303645,1.973061928,0.544473356,0.769176087,0.767120909,0.438406262,1.160508871,0.685858755,1.349111461,1.195888049,1.082547353,0.579160835,1.139590395,0.712665965,0.941764711,2.201774543,1.056601657,0.163533231,0.619411306,0.794972606,0.796809552,1.195703472,1.806807912,0.741523922,0.58874348
COL4A3,1.062256453,1.668262907,1.888940361,1.504327127,1.892103861,1.676382452,2.002379606,1.169659055,1.282296031,0.568039604,1.627671988,1.28209673,2.563843501,1.322624606,2.709194242,1.731956492,1.174665351,2.273461248,2.121615709,1.701506504,1.260162249,1.032186617,1.559055917,1.72883841,2.327076395,2.379181457,1.938651687,1.829270307,2.384054212,2.411677893,1.80676975,1.591428917,2.163107427,1.691604702,0.909342655,2.563067503
COL4A4,0.683466798,1.553072477,1.799519871,1.348677028,1.282171246,1.394948012,2.005848034,0.615125577,1.1804508,0.911473449,1.412632026,0.956371507,2.439679299,1.335757622,2.329879583,1.628290102,0.802083067,2.273461248,1.698447883,1.341390467,1.055582452,0.954426958,1.496241019,1.776218221,2.105565749,2.192184713,1.814147462,1.55350156,1.975390338,1.995401334,1.771701264,1.054870474,2.065386407,1.791782774,0.716218056,2.177326398
COL4A5,0.754047873,1.629198884,1.481767252,1.024581728,1.409750079,1.560989033,1.735307361,1.063039561,1.029957959,0.408338761,1.372203369,0.739118509,2.122051789,1.104568846,0.453422834,0.974246402,0.976008264,1.344042323,1.042746569,1.667027602,1.104274376,0.843453877,1.020369534,1.047076748,1.364018543,1.566101097,0.694961055,1.524281356,0.967565,0.627098135,1.56250488,1.308208479,1.625828164,1.108384534,1.070326495,1.043870441
COL4A6,-0.245952127,1.076964745,1.119141185,0.344916879,0.493296131,0.817711604,1.478005869,-0.298688275,0.897645625,-0.177926963,0.443666259,-0.539635092,1.528575519,0.168809742,0.070206082,0.543256869,0.05518951,0.44514845,-1.021711421,1.257903427,0.816209357,0.589279462,0.819234405,0.050189983,0.45906062,1.194490027,0.018267445,-0.008791304,NaN,0.232951115,1.102251551,NaN,0.939092616,-0.189922603,-0.137653908,0.662529694
COL5A1,0.337624458,1.352992472,0.760709717,0.636401557,1.249170986,1.606455928,1.405757636,2.012217354,1.274872013,0.153066256,0.472629955,1.000276993,1.961884615,1.129042615,0.910102929,2.460139085,2.273330978,2.497783208,0.057469825,1.550592806,0.776092134,0.678220546,1.369211309,1.000971961,0.926081547,2.122403597,0.951923424,1.475508535,2.715817116,0.888256618,1.675454802,1.615971858,1.588265152,1.251379683,1.034281391,3.29520838
COL5A2,0.609365078,1.643439323,1.446256749,1.008494908,1.245344578,1.292143721,1.667746727,0.74270441,1.051356104,0.776315547,1.219314365,1.110348452,2.057336447,1.168809742,0.761876848,1.150337661,0.567072871,1.440108226,1.075198592,1.24105887,0.91311937,0.859640638,0.985295322,0.853451954,1.086567733,1.602530362,0.709938211,1.529027791,0.556877488,0.703732192,1.362663696,0.560020452,1.826834911,1.416189932,1.004019786,1.060469703
COL6A6,NaN,-0.601250037,NaN,NaN,-0.108763861,-0.61365216,-0.938634638,0.593406328,NaN,-0.721995007,NaN,-1.016756346,1.615725695,-0.190212201,-0.163877124,NaN,NaN,0.653424393,-0.720681425,0.646298117,0.475062138,-1.054173214,NaN,NaN,-0.401277387,-0.734928899,0.902874026,NaN,-0.814190374,0.193442574,NaN,NaN,0.753857977,-0.189922603,NaN,NaN
COL9A3,-0.325133373,0.544877998,-0.902048114,-0.715780961,0.815515425,0.289437827,0.383584657,0.533820638,0.1804508,-0.420965011,0.185388244,NaN,1.477422997,-0.081067731,-0.310005159,0.055916449,-0.178893696,0.574243147,-1.021711421,0.440243635,1.07712213,0.809149646,-1.044088456,0.226281243,0.576446218,0.306463786,0.018267445,-0.133730041,-0.160977861,0.31838131,-0.742846489,0.300383142,0.874151809,0.719900766,-0.079661961,0.458409712
COMMD4,2.726944657,2.583630587,2.741799196,2.731842136,2.848747651,2.720600483,2.554823413,2.747728842,2.681118453,2.955475067,2.626002189,2.686964813,2.571560487,2.701643713,2.903353194,2.363718005,2.417389149,2.825846608,2.69960446,2.702185885,2.491286484,2.888875897,2.619046859,2.753481362,2.989436986,2.683869392,2.385312601,2.851621574,2.638592414,2.821734172,2.811763796,2.596050183,3.064844892,2.778151543,2.544877953,2.500985224
COMP,0.254650223,1.038900004,0.995578977,-0.539689702,0.66938739,0.917826757,0.980443454,0.148469756,0.432262773,-0.420965011,0.549469986,0.0624249,1.744461322,0.566749751,0.593084828,0.210818409,0.05518951,1.481961538,-0.021711421,NaN,0.928183117,0.569076076,0.499979589,0.929367813,0.251935127,0.989346971,-0.45885381,0.974609434,0.57497571,0.251434521,0.836937108,0.372933809,0.956821383,0.856377416,0.47964605,0.688858633
COPS5,2.263250395,2.225688174,2.161660445,2.250830025,1.891236139,2.06304145,2.268999729,1.69518864,1.966288879,2.122482169,2.058272588,2.006084264,2.333485575,2.250921613,2.467131553,2.22005678,2.025613876,2.564455107,2.056019759,2.394486144,2.418907548,1.97965248,2.365506564,2.268049778,2.202137658,2.432683774,2.026157405,2.233936423,2.016398294,2.368291215,2.28997366,2.568727056,2.43025969,2.121566363,1.970040495,2.323217341
COX5A,3.300528842,3.218293898,3.2287358,3.301147968,3.355158976,3.210310865,3.307149379,3.232662889,3.43215853,3.232199245,3.373507822,3.478593694,2.735769078,3.087658854,3.093012355,3.146527157,2.958596055,3.068039658,3.033552205,3.039736821,3.163969722,3.158333999,2.883743677,3.174064948,3.361888453,3.247997805,3.087503746,3.559248996,3.217924506,3.332061008,3.617415492,2.504132829,3.395226592,2.997527609,3.114748304,3.011807222
COX7B,3.331979871,2.990185603,3.214094539,3.581902967,3.553540557,3.162722091,3.231597732,3.228400031,3.426826264,3.173758935,3.483230793,3.176229033,2.891779011,2.957508279,2.983666706,3.166938795,2.947840544,2.929119569,2.838027146,2.784635909,3.383149174,3.136382578,3.119907299,3.33635764,3.153726322,3.074529805,3.771326788,3.304654066,3.183632706,3.294042843,3.321349347,2.78963831,3.181199035,2.993951984,3.38811258,3.094496227
CP,0.889710475,1.516021258,1.476349787,0.626641719,1.563333997,1.454533702,1.865504794,0.787671556,0.873171855,0.391948345,1.656129402,0.539546154,2.336738733,1.222368334,1.104968189,1.21298447,0.949136117,2.084788157,0.60153787,1.753508087,1.500896342,0.941461981,1.267665406,1.395423642,1.34691064,1.912454071,0.337026208,1.804122052,1.275714737,0.533981111,1.875724539,1.445098837,1.848172967,1.727188869,0.780676046,1.390375826
CPT1A,1.467258316,1.497970058,1.899355596,1.866282402,1.892969852,2.447423164,1.993839127,1.960905604,1.981266035,1.248816604,2.133556606,2.141606146,1.89749132,1.80604923,2.034779963,1.414938391,1.287762125,1.756902311,1.972165494,1.24105887,1.843439011,1.826640378,1.629853543,1.000971961,2.083022452,2.348035895,1.993316109,1.735501679,1.469110854,1.078049155,1.961304028,2.429692113,2.444807714,1.902183701,1.030085277,2.088837587
CPT1B,2.57304311,2.653056295,2.860780439,2.183492226,2.32803465,2.502291017,2.36607126,2.029283348,2.478835971,2.639732829,2.522597839,2.63876625,2.219576594,2.412932172,2.607395309,2.420601424,2.645604045,2.569125664,2.522604721,2.488629941,2.273289397,2.607923231,2.585626877,2.441629205,2.528779738,2.538651047,2.320562289,2.305339364,2.723565775,2.575802729,2.277100193,2.375099871,2.477785016,2.11703826,2.318278048,2.751108715
CPT1C,0.337624458,1.410179424,1.345925152,0.238461548,1.067327398,1.40128819,1.59156506,0.635810176,0.657572055,0.338702833,1.142636264,0.539546154,2.048483025,0.989995625,0.871838429,1.364633273,0.544209988,1.853649331,-0.24356017,1.250764179,0.91311937,0.809149646,1.170755393,0.986847318,0.888757224,1.884164432,-0.157823814,1.384783899,0.316143394,0.619411306,1.747814164,0.673963805,1.882477198,1.304927418,0.378975888,2.32380983
CPT2,2.564168329,2.487122338,2.279223657,2.473288048,2.491337395,2.301483747,2.59450165,2.056954775,2.516195175,2.348596925,2.550876229,2.397213625,2.47345681,2.318413697,2.461288283,2.43483322,2.260438998,2.485019962,2.387545231,2.307584832,2.389729389,2.555314476,2.515698513,2.456730164,2.624949353,2.316802297,2.900317396,2.468510869,2.579823289,2.422429223,2.656047918,2.251764821,2.344922584,2.342353916,2.233941651,2.691278817
CRADD,1.499643089,1.620598712,1.271138154,1.396488807,1.296069856,1.429710118,1.705803952,1.446386516,1.274872013,1.138343,1.433054697,1.343079136,1.930445822,1.684021046,1.756693391,1.514014466,1.725744579,1.717704063,1.394929087,1.796542719,1.59008181,1.355759909,1.581223995,1.335425712,1.026046399,1.807896528,1.442876882,1.513000345,1.715368299,0.670563828,1.397032597,1.856685643,1.428113094,1.678574891,1.28441978,1.397928964
